2023-10-04 14:21:30,094 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-10-04 14:21:30,130 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-10-04 14:21:30,131 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-10-04 14:21:30,132 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-10-04 14:21:30,135 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-10-04 14:21:30,136 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-10-04 14:21:30,136 INFO  SwAddin.cs: 201 - Setting up command manager
2023-10-04 14:21:30,137 INFO  SwAddin.cs: 204 - Adding command manager
2023-10-04 14:21:30,140 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-10-04 14:21:30,141 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-10-04 14:21:30,141 INFO  SwAddin.cs: 210 - Adding event handlers
2023-10-04 14:21:30,145 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-10-04 14:26:27,829 INFO  SwAddin.cs: 294 - Assembly export called for file robot_arm_description_v2
2023-10-04 14:26:27,831 INFO  SwAddin.cs: 299 - Save is required
2023-10-04 14:26:27,831 INFO  SwAddin.cs: 313 - Saving assembly
2023-10-04 14:26:29,385 INFO  SwAddin.cs: 316 - Opening property manager
2023-10-04 14:26:29,410 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_arm_description_v2
2023-10-04 14:26:29,417 INFO  ExportHelperExtension.cs: 1136 - Found 62 in robot_arm_description_v2
2023-10-04 14:26:29,418 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_arm_description_v2
2023-10-04 14:26:29,419 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-10-04 14:26:29,421 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2023-10-04 14:26:29,423 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1^robot_arm_description_v2-1
2023-10-04 14:26:29,423 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Assem1^robot_arm_description_v2-1
2023-10-04 14:26:29,424 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1^robot_arm_description_v2-1
2023-10-04 14:26:29,425 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AX-12A-5
2023-10-04 14:26:29,426 INFO  ExportHelperExtension.cs: 1136 - Found 23 in AX-12A-5
2023-10-04 14:26:29,427 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AX-12A-5
2023-10-04 14:26:29,428 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem7^robot_arm_description_v2-1
2023-10-04 14:26:29,428 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Assem7^robot_arm_description_v2-1
2023-10-04 14:26:29,429 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem7^robot_arm_description_v2-1
2023-10-04 14:26:29,429 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem4^robot_arm_description_v2-1
2023-10-04 14:26:29,430 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Assem4^robot_arm_description_v2-1
2023-10-04 14:26:29,431 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem4^robot_arm_description_v2-1
2023-10-04 14:26:29,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem6^robot_arm_description_v2-1
2023-10-04 14:26:29,433 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem6^robot_arm_description_v2-1
2023-10-04 14:26:29,433 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem6^robot_arm_description_v2-1
2023-10-04 14:26:29,434 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem5^robot_arm_description_v2-1
2023-10-04 14:26:29,434 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Assem5^robot_arm_description_v2-1
2023-10-04 14:26:29,435 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem5^robot_arm_description_v2-1
2023-10-04 14:26:29,435 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot_arm_description_v2
2023-10-04 14:26:29,436 INFO  ExportHelperExtension.cs: 1136 - Found 62 in robot_arm_description_v2
2023-10-04 14:26:29,436 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot_arm_description_v2
2023-10-04 14:26:29,436 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-10-04 14:26:29,437 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
